Country,Year,total_GDP,First_sector_GDP,Second_sector_GDP,Third_sector_GDP
Slovenia,1998,24281.3,909.5,7984.099999999999,15387.7
Slovenia,1999,25404.6,870.4,8409.100000000002,16125.099999999995
Slovenia,2000,26390.5,865.3000000000001,8824.2,16701.0
Slovenia,2001,27295.3,869.2,8948.6,17477.5
Slovenia,2002,28282.4,971.3000000000001,9152.2,18158.9
Slovenia,2003,29241.1,763.1,9668.5,18809.5
Slovenia,2004,30573.9,953.1999999999999,10096.7,19524.0
Slovenia,2005,31701.9,920.9,10453.4,20327.6
Slovenia,2006,33652.6,915.4,11428.4,21308.799999999996
Slovenia,2007,36124.3,962.0,12633.2,22529.100000000002
Slovenia,2008,37212,934.9000000000001,13009.9,23267.199999999997
Slovenia,2009,34569.7,859.3,11190.3,22520.099999999995
Slovenia,2010,34976.2,876.5,11135.099999999999,22964.6
Slovenia,2011,35090,912.0999999999999,11113.300000000001,23064.6
Slovenia,2012,34190.4,839.0999999999999,10711.1,22640.200000000004
Slovenia,2013,34031.6,820.9,10520.9,22689.799999999996
Slovenia,2014,35216.3,815.3,11035.7,23365.3
Slovenia,2015,36046.4,929.5,11156.7,23960.2
Slovenia,2016,37184.4,914.2,11516.0,24754.200000000004
Slovenia,2017,39220.6,878.7,12330.2,26011.7
Slovenia,2018,40943.3,1009.6,12932.0,27001.700000000004
Slovenia,2019,42437.3,966.8,13713.400000000001,27757.1
Slovenia,2020,41139.2,1016.8,13398.400000000001,26723.999999999993
Slovenia,2021,44282.3,881.2,14411.300000000001,28989.800000000003
Slovenia,2022,45450,917.7,14345.800000000003,30186.5
Slovenia,2023,46602.2,840.3000000000001,15380.8,30381.099999999995
Slovenia,2024,:,:,:,:
Spain,1975,:,:,:,:
Spain,1976,:,:,:,:
Spain,1977,:,:,:,:
Spain,1978,:,:,:,:
Spain,1979,:,:,:,:
Spain,1980,:,:,:,:
Spain,1981,:,:,:,:
Spain,1982,:,:,:,:
Spain,1983,:,:,:,:
Spain,1984,:,:,:,:
Spain,1985,:,:,:,:
Spain,1986,:,:,:,:
Spain,1987,:,:,:,:
Spain,1988,:,:,:,:
Spain,1989,:,:,:,:
Spain,1990,:,:,:,:
Spain,1991,:,:,:,:
Spain,1992,:,:,:,:
Spain,1993,:,:,:,:
Spain,1994,:,:,:,:
Spain,1995,700423,22707.0,213398.0,464318.0
Spain,1996,718547,26542.0,217106.0,474899.0
Spain,1997,742877,28015.0,226055.0,488807.0
Spain,1998,771497,28414.0,237058.0,506025.0
Spain,1999,804906,28269.0,249800.0,526837.0
Spain,2000,847624,30012.0,262981.0,554631.0
Spain,2001,881281,30016.0,274935.0,576330.0
Spain,2002,904871,30448.0,279212.0,595211.0
Spain,2003,928966,30577.0,285043.0,613346.0
Spain,2004,954997,30087.0,287793.0,637117.0
Spain,2005,987026,27894.0,294913.0,664219.0
Spain,2006,1028310,29516.0,302306.0,696488.0
Spain,2007,1069137,31584.0,305531.0,732022.0
Spain,2008,1080935,30938.0,300982.0,749015.0
Spain,2009,1045629,29414.0,272041.0,744174.0
Spain,2010,1043796,30262.0,261201.0,752333.0
Spain,2011,1041171,31733.0,248822.0,760616.0
Spain,2012,1012150,28793.0,232521.0,750836.0
Spain,2013,999231,32019.0,219467.0,747745.0
Spain,2014,1010034,31479.0,221598.0,756957.0
Spain,2015,1045761,32790.0,231216.0,781755.0
Spain,2016,1073529,34197.0,238856.0,800476.0
Spain,2017,1106005,33670.0,247555.0,824780.0
Spain,2018,1133142,35288.0,249260.0,848594.0
Spain,2019,1156624,34628.0,255352.0,866644.0
Spain,2020,1030964,33937.0,224699.0,772328.0
Spain,2021,1095737,36942.0,232756.0,826039.0
Spain,2022,1169148,31335.0,244955.0,892858.0
Spain,2023,1202872,31711.0,247792.0,923369.0
Spain,2024,:,:,:,:
Sweden,1975,:,:,:,:
Sweden,1976,:,:,:,:
Sweden,1977,:,:,:,:
Sweden,1978,:,:,:,:
Sweden,1979,:,:,:,:
Sweden,1980,:,:,:,:
Sweden,1981,:,:,:,:
Sweden,1982,:,:,:,:
Sweden,1983,:,:,:,:
Sweden,1984,:,:,:,:
Sweden,1985,:,:,:,:
Sweden,1986,:,:,:,:
Sweden,1987,:,:,:,:
Sweden,1988,:,:,:,:
Sweden,1989,:,:,:,:
Sweden,1990,:,:,:,:
Sweden,1991,:,:,:,:
Sweden,1992,:,:,:,:
Sweden,1993,221592.7,7781.8,52462.5,161348.40000000002
Sweden,1994,231095.5,7682.0,56745.299999999996,166668.2
Sweden,1995,242312.5,8027.5,62145.5,172139.5
Sweden,1996,246936.9,7664.400000000001,63626.299999999996,175646.2
Sweden,1997,254959.1,8251.1,66145.4,180562.6
Sweden,1998,265828.4,8088.8,69904.5,187835.10000000003
Sweden,1999,277187.6,8235.5,74355.5,194596.59999999998
Sweden,2000,291889.5,7781.5,79503.1,204604.9
Sweden,2001,295767.5,7809.5,80719.2,207238.8
Sweden,2002,302343.2,8025.200000000001,84031.2,210286.8
Sweden,2003,308195.3,8253.9,84839.29999999999,215102.09999999998
Sweden,2004,322087.9,8895.8,90041.4,223150.70000000004
Sweden,2005,330562.9,8301.2,92315.5,229946.2
Sweden,2006,346710.6,8089.4,97827.5,240793.69999999995
Sweden,2007,357842.2,8553.7,102752.30000000002,246536.19999999998
Sweden,2008,354414,7394.8,97634.8,249384.40000000002
Sweden,2009,338210.2,7221.5,83976.5,247012.2
Sweden,2010,358221.2,7739.3,94684.9,255797.00000000003
Sweden,2011,371264.8,7842.1,99128.5,264294.2
Sweden,2012,369785.6,7749.599999999999,95708.09999999999,266327.9
Sweden,2013,373863,7792.2,91760.20000000001,274310.6
Sweden,2014,382639,8124.7,91538.5,282975.8
Sweden,2015,399111.4,8434.7,97647.29999999999,293029.4
Sweden,2016,407139.1,8494.2,97506.3,301138.6
Sweden,2017,415062.9,9017.5,99915.4,306130.0
Sweden,2018,423254.2,8523.7,101882.7,312847.8
Sweden,2019,434870.7,8976.5,103413.0,322481.2
Sweden,2020,424675.1,8701.2,101499.2,314474.69999999995
Sweden,2021,450867.6,8699.8,111775.1,330392.69999999995
Sweden,2022,458422.7,8058.200000000001,115477.1,334887.4
Sweden,2023,457692.6,7234.7,112718.1,337739.79999999993
Sweden,2024,:,:,:,:
Switzerland,1975,:,:,:,:
Switzerland,1976,:,:,:,:
Switzerland,1977,:,:,:,:
Switzerland,1978,:,:,:,:
Switzerland,1979,:,:,:,:
Switzerland,1980,:,:,:,:
Switzerland,1981,:,:,:,:
Switzerland,1982,:,:,:,:
Switzerland,1983,:,:,:,:
Switzerland,1984,:,:,:,:
Switzerland,1985,:,:,:,:
Switzerland,1986,:,:,:,:
Switzerland,1987,:,:,:,:
Switzerland,1988,:,:,:,:
Switzerland,1989,:,:,:,:
Switzerland,1990,:,:,:,:
Switzerland,1991,:,:,:,:
Switzerland,1992,:,:,:,:
Switzerland,1993,:,:,:,:
Switzerland,1994,:,:,:,:
Switzerland,1995,411930,5368.8,129619.70000000001,276941.5
Switzerland,1996,413440.8,5269.799999999999,121304.09999999998,286866.9
Switzerland,1997,421606.3,5410.400000000001,117809.9,298386.0
Switzerland,1998,434218.2,5519.3,119017.3,309681.60000000003
Switzerland,1999,439343.3,5597.5,119687.19999999998,314058.6
Switzerland,2000,455455.5,5658.5,120870.70000000001,328926.3
Switzerland,2001,463503.8,5302.4,125257.5,332943.89999999997
Switzerland,2002,464280.1,5418.7,125361.39999999998,333500.0
Switzerland,2003,464024,4704.099999999999,124479.4,334840.5
Switzerland,2004,476057.5,5425.0,123776.90000000001,346855.6
Switzerland,2005,489124.1,5296.200000000001,128886.70000000001,354941.19999999995
Switzerland,2006,508649,5080.400000000001,134716.8,368851.8
Switzerland,2007,528147.6,5357.3,139198.8,383591.5
Switzerland,2008,543459.3,5336.3,143338.4,394784.6
Switzerland,2009,531003.3,5494.0,129389.5,396119.80000000005
Switzerland,2010,547745.5,5390.3,137144.4,405210.79999999993
Switzerland,2011,558400.4,5853.0,145140.9,407406.5
Switzerland,2012,565866.2,5700.799999999999,143936.7,416228.6999999999
Switzerland,2013,576147.1,5408.2,146795.3,423943.60000000003
Switzerland,2014,589587.3,5843.9,146299.90000000002,437443.5
Switzerland,2015,599164.2,5250.4,145301.19999999998,448612.6
Switzerland,2016,611673,5314.5,147681.0,458677.5
Switzerland,2017,620032.7,5209.400000000001,154164.9,460658.3999999999
Switzerland,2018,638626.4,5693.700000000001,162873.2,470059.50000000006
Switzerland,2019,646316.1,5495.4,167259.0,473561.69999999995
Switzerland,2020,633067.1,5440.3,160716.3,466910.49999999994
Switzerland,2021,668251.6,5196.599999999999,183097.7,479957.3
Switzerland,2022,688592.3,5583.5,189721.3,493287.50000000006
Switzerland,2023,693469.4,5463.9,185104.9,502900.6
Switzerland,2024,:,:,:,:
Türkiye,1975,:,:,:,:
Türkiye,1976,:,:,:,:
Türkiye,1977,:,:,:,:
Türkiye,1978,:,:,:,:
Türkiye,1979,:,:,:,:
Türkiye,1980,:,:,:,:
Türkiye,1981,:,:,:,:
Türkiye,1982,:,:,:,:
Türkiye,1983,:,:,:,:
Türkiye,1984,:,:,:,:
Türkiye,1985,:,:,:,:
Türkiye,1986,:,:,:,:
Türkiye,1987,:,:,:,:
Türkiye,1988,:,:,:,:
Türkiye,1989,:,:,:,:
Türkiye,1990,:,:,:,:
Türkiye,1991,:,:,:,:
Türkiye,1992,:,:,:,:
Türkiye,1993,:,:,:,:
Türkiye,1994,:,:,:,:
Türkiye,1995,:,:,:,:
Türkiye,1996,:,:,:,:
Türkiye,1997,:,:,:,:
Türkiye,1998,222974.6,30374.9,59719.09999999999,132880.60000000003
Türkiye,1999,215924.9,28883.5,56640.40000000001,130400.99999999999
Türkiye,2000,230721.1,30354.0,60839.700000000004,139527.4
Türkiye,2001,217324,27653.5,54665.5,135005.0
Türkiye,2002,231156.8,29534.3,58220.7,143401.8
Türkiye,2003,244053.2,28980.800000000003,63899.7,151172.7
Türkiye,2004,267838.5,30030.5,72968.5,164839.5
Türkiye,2005,291025.6,32382.5,80637.90000000001,178005.19999999995
Türkiye,2006,311106.6,32937.1,90634.5,187535.0
Türkiye,2007,326355.4,31507.0,97225.8,197622.60000000003
Türkiye,2008,329551.1,32835.6,96684.4,200031.1
Türkiye,2009,315057.7,33475.4,86798.1,194784.19999999998
Türkiye,2010,337521.2,35866.5,96642.3,205012.40000000002
Türkiye,2011,375819,37421.3,115692.90000000001,222704.8
Türkiye,2012,395428.3,38232.7,120681.90000000001,236513.69999999995
Türkiye,2013,426889.9,39357.700000000004,133597.5,253934.7
Türkiye,2014,449678.9,39077.9,141135.6,269465.4
Türkiye,2015,474985.2,42088.6,148695.5,284201.10000000003
Türkiye,2016,490482.5,41472.2,155397.1,293613.19999999995
Türkiye,2017,529438,43943.299999999996,169766.4,315728.30000000005
Türkiye,2018,547264.6,45236.799999999996,170871.0,331156.8
Türkiye,2019,552136.1,46861.4,166156.09999999998,339118.6
Türkiye,2020,557192.4,49160.2,168307.5,339724.7
Türkiye,2021,627784.1,49010.3,191746.6,387027.19999999995
Türkiye,2022,666484.4,49062.799999999996,192515.10000000003,424906.49999999994
Türkiye,2023,694688.5,47951.2,198593.90000000002,448143.4
Türkiye,2024,:,:,:,:
United Kingdom,1975,:,:,:,:
United Kingdom,1976,:,:,:,:
United Kingdom,1977,:,:,:,:
United Kingdom,1978,:,:,:,:
United Kingdom,1979,:,:,:,:
United Kingdom,1980,:,:,:,:
United Kingdom,1981,:,:,:,:
United Kingdom,1982,:,:,:,:
United Kingdom,1983,:,:,:,:
United Kingdom,1984,:,:,:,:
United Kingdom,1985,:,:,:,:
United Kingdom,1986,:,:,:,:
United Kingdom,1987,:,:,:,:
United Kingdom,1988,:,:,:,:
United Kingdom,1989,:,:,:,:
United Kingdom,1990,:,:,:,:
United Kingdom,1991,:,:,:,:
United Kingdom,1992,:,:,:,:
United Kingdom,1993,:,:,:,:
United Kingdom,1994,:,:,:,:
United Kingdom,1995,:,:,:,:
United Kingdom,1996,:,:,:,:
United Kingdom,1997,:,:,:,:
United Kingdom,1998,:,:,:,:
United Kingdom,1999,:,:,:,:
United Kingdom,2000,:,:,:,:
United Kingdom,2001,:,:,:,:
United Kingdom,2002,:,:,:,:
United Kingdom,2003,:,:,:,:
United Kingdom,2004,:,:,:,:
United Kingdom,2005,:,:,:,:
United Kingdom,2006,:,:,:,:
United Kingdom,2007,:,:,:,:
United Kingdom,2008,:,:,:,:
United Kingdom,2009,:,:,:,:
United Kingdom,2010,:,:,:,:
United Kingdom,2011,:,:,:,:
United Kingdom,2012,:,:,:,:
United Kingdom,2013,:,:,:,:
United Kingdom,2014,:,:,:,:
United Kingdom,2015,:,:,:,:
United Kingdom,2016,:,:,:,:
United Kingdom,2017,:,:,:,:
United Kingdom,2018,:,:,:,:
United Kingdom,2019,:,:,:,:
United Kingdom,2020,:,:,:,:
United Kingdom,2021,:,:,:,:
United Kingdom,2022,:,:,:,:
United Kingdom,2023,:,:,:,:
United Kingdom,2024,:,:,:,:
