Country Code,Year,Import
CYM,1971,
CYM,1972,
CYM,1973,
CYM,1974,
CYM,1975,
CYM,1976,
CYM,1977,
CYM,1978,
CYM,1979,
CYM,1980,
CYM,1981,
CYM,1982,
CYM,1983,
CYM,1984,
CYM,1985,
CYM,1986,
CYM,1987,
CYM,1988,
CYM,1989,
CYM,1990,
CYM,1991,
CYM,1992,
CYM,1993,
CYM,1994,
CYM,1995,40.7593817421
CYM,1996,40.962164736
CYM,1997,41.5705137179
CYM,1998,54.1025027273
CYM,1999,55.207670047
CYM,2000,67.4253454186
CYM,2001,61.646030098
CYM,2002,59.7195916555
CYM,2003,66.9183879338
CYM,2004,84.1549424189
CYM,2005,123.068998908
CYM,2006,107.4141517999
CYM,2007,106.8869095347
CYM,2008,114.5981197411
CYM,2009,94.8526998428
CYM,2010,88.3684628317
CYM,2011,97.5355000596
CYM,2012,97.3857777649
CYM,2013,99.3504766117
CYM,2014,103.7676788792
CYM,2015,100.0
CYM,2016,103.7383044881
CYM,2017,111.2988655709
CYM,2018,126.8784802203
CYM,2019,144.7511649254
CYM,2020,135.582838862
CYM,2021,155.9704382473
CYM,2022,
CYM,2023,
CYP,1960,
CYP,1961,
CYP,1962,
CYP,1963,
CYP,1964,
CYP,1965,
CYP,1966,
CYP,1967,
CYP,1968,
CYP,1969,
CYP,1970,
CYP,1971,
CYP,1972,
CYP,1973,
CYP,1974,
CYP,1975,
CYP,1976,
CYP,1977,
CYP,1978,
CYP,1979,
CYP,1980,
CYP,1981,
CYP,1982,
CYP,1983,
CYP,1984,
CYP,1985,
CYP,1986,
CYP,1987,
CYP,1988,
CYP,1989,
CYP,1990,
CYP,1991,
CYP,1992,
CYP,1993,
CYP,1994,
CYP,1995,52.5988947945
CYP,1996,56.7070866504
CYP,1997,52.6535700687
CYP,1998,52.4741668266
CYP,1999,51.5140747132
CYP,2000,54.765972052
CYP,2001,55.8570569881
CYP,2002,58.1779084859
CYP,2003,63.5884824092
CYP,2004,78.3328517825
CYP,2005,89.9270283347
CYP,2006,98.6427937881
CYP,2007,122.6592210407
CYP,2008,151.5462469835
CYP,2009,111.5572216243
CYP,2010,122.0082550623
CYP,2011,123.5536644824
CYP,2012,103.8792754488
CYP,2013,89.8998218594
CYP,2014,113.8445208041
CYP,2015,100.0
CYP,2016,111.4813331835
CYP,2017,131.434933108
CYP,2018,153.9825146458
CYP,2019,129.949010651
CYP,2020,124.7376011809
CYP,2021,144.7778759235
CYP,2022,
CYP,2023,
CZE,1960,
CZE,1961,
CZE,1962,
CZE,1963,
CZE,1964,
CZE,1965,
CZE,1966,
CZE,1967,
CZE,1968,
CZE,1969,
CZE,1970,
CZE,1971,
CZE,1972,
CZE,1973,
CZE,1974,
CZE,1975,
CZE,1976,
CZE,1977,
CZE,1978,
CZE,1979,
CZE,1980,
CZE,1981,
CZE,1982,
CZE,1983,
CZE,1984,
CZE,1985,
CZE,1986,
CZE,1987,
CZE,1988,
CZE,1989,
CZE,1990,
CZE,1991,
CZE,1992,
CZE,1993,
CZE,1994,
CZE,1995,17.7449372059
CZE,1996,19.6655074467
CZE,1997,19.1738697603
CZE,1998,20.0474993191
CZE,1999,20.1347158444
CZE,2000,22.6183647407
CZE,2001,25.67651456
CZE,2002,28.759995387
CZE,2003,36.5917264308
CZE,2004,49.494442714
CZE,2005,54.1239493431
CZE,2006,65.9223610847
CZE,2007,83.5921109604
CZE,2008,100.4765867231
CZE,2009,74.3101534521
CZE,2010,89.5927481301
CZE,2011,107.6121506696
CZE,2012,100.0339677852
CZE,2013,102.1017413814
CZE,2014,109.1060928465
CZE,2015,100.0
CZE,2016,101.1857074257
CZE,2017,115.5536206133
CZE,2018,130.6261373672
CZE,2019,126.6509478441
CZE,2020,121.0348350436
CZE,2021,149.6193134131
CZE,2022,
CZE,2023,
DEU,1960,
DEU,1961,
DEU,1962,
DEU,1963,
DEU,1964,
DEU,1965,
DEU,1966,
DEU,1967,
DEU,1968,
DEU,1969,
DEU,1970,
DEU,1971,
DEU,1972,
DEU,1973,
DEU,1974,
DEU,1975,
DEU,1976,
DEU,1977,
DEU,1978,
DEU,1979,
DEU,1980,
DEU,1981,
DEU,1982,
DEU,1983,
DEU,1984,
DEU,1985,
DEU,1986,
DEU,1987,
DEU,1988,
DEU,1989,
DEU,1990,
DEU,1991,
DEU,1992,
DEU,1993,
DEU,1994,
DEU,1995,44.1338126914
DEU,1996,43.6168629183
DEU,1997,42.407428117
DEU,1998,44.8103610902
DEU,1999,45.1410174837
DEU,2000,47.184342006
DEU,2001,46.2472376599
DEU,2002,46.6432912826
DEU,2003,57.5201056232
DEU,2004,68.092462714
DEU,2005,73.9272364996
DEU,2006,86.2578601057
DEU,2007,100.3663479133
DEU,2008,112.7419879296
DEU,2009,88.1285344924
DEU,2010,100.3502890527
DEU,2011,119.3826768824
DEU,2012,109.8674580792
DEU,2013,112.3670968194
DEU,2014,114.8469568742
DEU,2015,100.0
DEU,2016,100.3990174552
DEU,2017,110.6338129033
DEU,2018,122.1876626276
DEU,2019,117.3952003466
DEU,2020,111.4781122968
DEU,2021,135.1047380141
DEU,2022,
DEU,2023,
DJI,1960,
DJI,1961,
DJI,1962,
DJI,1963,
DJI,1964,
DJI,1965,
DJI,1966,
DJI,1967,
DJI,1968,
DJI,1969,
DJI,1970,
DJI,1971,
DJI,1972,
DJI,1973,
DJI,1974,
DJI,1975,
DJI,1976,
DJI,1977,
DJI,1978,
DJI,1979,
DJI,1980,24.4636960875
DJI,1981,25.7270794672
DJI,1982,25.9567855341
DJI,1983,25.382520355
DJI,1984,25.4973734003
DJI,1985,23.0854596957
DJI,1986,21.1329581296
DJI,1987,23.5448718295
DJI,1988,23.0854596957
DJI,1989,22.6260475619
DJI,1990,24.6934021544
DJI,1991,24.6243817732
DJI,1992,25.1135993324
DJI,1993,24.2340417333
DJI,1994,22.5595863525
DJI,1995,20.2981882089
DJI,1996,19.7812564222
DJI,1997,20.2177765976
DJI,1998,22.4578143473
DJI,1999,22.2625290032
DJI,2000,23.7214253839
DJI,2001,22.5152512125
DJI,2002,22.6372471134
DJI,2003,27.3667134751
DJI,2004,30.0232833761
DJI,2005,31.8564383615
DJI,2006,38.5650642397
DJI,2007,54.3618104448
DJI,2008,65.8912272902
DJI,2009,51.7749688909
DJI,2010,42.9500242812
DJI,2011,58.6523442687
DJI,2012,64.8387541637
DJI,2013,82.6456757795
DJI,2014,92.2436057367
DJI,2015,100.0
DJI,2016,267.2811536337
DJI,2017,410.7505525459
DJI,2018,413.8667322987
DJI,2019,475.3654178715
DJI,2020,334.4221277813
DJI,2021,460.7240716308
DJI,2022,
DJI,2023,
DMA,1960,
DMA,1961,
DMA,1962,
DMA,1963,
DMA,1964,
DMA,1965,
DMA,1966,
DMA,1967,
DMA,1968,
DMA,1969,
DMA,1970,
DMA,1971,
DMA,1972,
DMA,1973,
DMA,1974,
DMA,1975,
DMA,1976,
DMA,1977,
DMA,1978,
DMA,1979,
DMA,1980,22.3284850791
DMA,1981,23.2599274662
DMA,1982,22.2348209991
DMA,1983,21.1108521092
DMA,1984,27.0763638516
DMA,1985,25.9095436407
DMA,1986,26.1367726831
DMA,1987,31.0853735721
DMA,1988,40.9938150252
DMA,1989,50.142594006
DMA,1990,55.225743337
DMA,1991,51.3382159214
DMA,1992,49.3801684388
DMA,1993,43.8816189439
DMA,1994,45.1148469842
DMA,1995,52.7594025186
DMA,1996,62.1051401092
DMA,1997,62.9031579268
DMA,1998,61.8120193375
DMA,1999,64.6207428317
DMA,2000,69.4224071209
DMA,2001,61.2421401834
DMA,2002,54.2296813862
DMA,2003,59.815338563
DMA,2004,67.5117458461
DMA,2005,77.2969308491
DMA,2006,78.0234215526
DMA,2007,91.5051073673
DMA,2008,115.4807040277
DMA,2009,105.3065612587
DMA,2010,104.6141978468
DMA,2011,105.6844187428
DMA,2012,97.3862228377
DMA,2013,94.8991374031
DMA,2014,107.6543231421
DMA,2015,100.0
DMA,2016,99.9925200133
DMA,2017,92.5733386171
DMA,2018,141.3071222639
DMA,2019,149.247563123
DMA,2020,99.6498445555
DMA,2021,107.9726981194
DMA,2022,
DMA,2023,
DNK,1960,
DNK,1961,
DNK,1962,
DNK,1963,
DNK,1964,
DNK,1965,
DNK,1966,
DNK,1967,
DNK,1968,
DNK,1969,
DNK,1970,
DNK,1971,
DNK,1972,
DNK,1973,
DNK,1974,
DNK,1975,
DNK,1976,
DNK,1977,
DNK,1978,
DNK,1979,
DNK,1980,
DNK,1981,
DNK,1982,
DNK,1983,
DNK,1984,
DNK,1985,
DNK,1986,
DNK,1987,
DNK,1988,
DNK,1989,
DNK,1990,
DNK,1991,
DNK,1992,
DNK,1993,
DNK,1994,
DNK,1995,53.6545502161
DNK,1996,52.8242656502
DNK,1997,52.4382219736
DNK,1998,54.6901727862
DNK,1999,53.4862011877
DNK,2000,53.0754720825
DNK,2001,52.9319754104
DNK,2002,58.7697418823
DNK,2003,67.071659941
DNK,2004,79.6013507979
DNK,2005,88.2723380685
DNK,2006,99.8647107809
DNK,2007,114.4869017532
DNK,2008,127.725722316
DNK,2009,97.0921900431
DNK,2010,96.9977953691
DNK,2011,111.7264552607
DNK,2012,107.3604021751
DNK,2013,113.7155939725
DNK,2014,116.2918040371
DNK,2015,100.0
DNK,2016,99.8718529879
DNK,2017,108.5657171138
DNK,2018,120.0075409312
DNK,2019,114.6702162601
DNK,2020,114.8036849905
DNK,2021,140.5079578927
DNK,2022,
DNK,2023,
DOM,1960,
DOM,1961,
DOM,1962,
DOM,1963,
DOM,1964,
DOM,1965,
DOM,1966,
DOM,1967,
DOM,1968,
DOM,1969,
DOM,1970,
DOM,1971,
DOM,1972,
DOM,1973,
DOM,1974,
DOM,1975,
DOM,1976,
DOM,1977,
DOM,1978,
DOM,1979,
DOM,1980,11.6168337614
DOM,1981,11.5399402581
DOM,1982,10.0138999767
DOM,1983,10.0493892876
DOM,1984,9.7299855058
DOM,1985,10.5698991499
DOM,1986,11.8830035767
DOM,1987,10.8255404715
DOM,1988,15.556147042
DOM,1989,19.0222695398
DOM,1990,17.7801437292
DOM,1991,18.0640582001
DOM,1992,22.8255404692
DOM,1993,27.5278738905
DOM,1994,29.0006802055
DOM,1995,30.5799544477
DOM,1996,33.874545289
DOM,1997,39.0914736855
DOM,1998,44.9353798772
DOM,1999,47.5615887309
DOM,2000,56.0671930817
DOM,2001,51.926773715
DOM,2002,52.2757519207
DOM,2003,45.1128264207
DOM,2004,46.656611352
DOM,2005,58.3739981817
DOM,2006,72.0072161707
DOM,2007,80.4246887137
DOM,2008,94.5961612317
DOM,2009,72.728832119
DOM,2010,91.6162422301
DOM,2011,102.969272178
DOM,2012,104.9265075242
DOM,2013,99.801851363
DOM,2014,102.1695797479
DOM,2015,100.0
DOM,2016,102.9107148166
DOM,2017,104.8963416362
DOM,2018,119.4647028809
DOM,2019,119.8817022931
DOM,2020,101.1741046041
DOM,2021,142.8042468726
DOM,2022,
DOM,2023,
DZA,1960,
DZA,1961,
DZA,1962,
DZA,1963,
DZA,1964,
DZA,1965,
DZA,1966,
DZA,1967,
DZA,1968,
DZA,1969,
DZA,1970,
DZA,1971,
DZA,1972,
DZA,1973,
DZA,1974,
DZA,1975,
DZA,1976,
DZA,1977,
DZA,1978,
DZA,1979,
DZA,1980,20.3562187538
DZA,1981,21.7905427193
DZA,1982,20.7321504463
DZA,1983,20.0477619904
DZA,1984,19.8337701102
DZA,1985,18.9720190163
DZA,1986,17.7902440309
DZA,1987,13.575953448
DZA,1988,14.8252033537
DZA,1989,18.2567848912
DZA,1990,18.8544198768
DZA,1991,20.8015532154
DZA,1992,22.0951437674
DZA,1993,22.2647949925
DZA,1994,22.9723177047
DZA,1995,19.5350276499
DZA,1996,17.581524892
DZA,1997,16.8046813505
DZA,1998,18.1811148464
DZA,1999,17.7207844942
DZA,2000,17.7381919452
DZA,2001,19.2255618673
DZA,2002,23.1505551017
DZA,2003,23.9456887484
DZA,2004,35.1410003388
DZA,2005,39.3737186184
DZA,2006,41.4993617239
DZA,2007,53.4428068542
DZA,2008,76.3587482036
DZA,2009,76.0009283936
DZA,2010,78.2813043904
DZA,2011,91.3833120598
DZA,2012,97.4391706299
DZA,2013,106.4330199982
DZA,2014,113.3031604158
DZA,2015,100.0
DZA,2016,91.0777145866
DZA,2017,89.0855285997
DZA,2018,89.6100924517
DZA,2019,81.1073459471
DZA,2020,66.5196704237
DZA,2021,69.629801559
DZA,2022,
DZA,2023,
EAP,1960,
EAP,1961,
EAP,1962,
EAP,1963,
EAP,1964,
EAP,1965,
EAP,1966,
EAP,1967,
EAP,1968,
EAP,1969,
EAP,1970,
EAP,1971,
EAP,1972,
EAP,1973,
EAP,1974,
EAP,1975,
EAP,1976,
EAP,1977,
EAP,1978,
EAP,1979,
EAP,1980,
EAP,1981,
EAP,1982,
EAP,1983,
EAP,1984,
EAP,1985,
EAP,1986,
EAP,1987,
EAP,1988,
EAP,1989,
EAP,1990,
EAP,1991,
EAP,1992,
EAP,1993,
EAP,1994,
EAP,1995,
EAP,1996,
EAP,1997,
EAP,1998,
EAP,1999,
EAP,2000,
EAP,2001,
EAP,2002,
EAP,2003,
EAP,2004,
EAP,2005,
EAP,2006,
EAP,2007,
EAP,2008,
EAP,2009,
EAP,2010,
EAP,2011,
EAP,2012,
EAP,2013,
EAP,2014,
EAP,2015,
EAP,2016,
EAP,2017,
EAP,2018,
EAP,2019,
EAP,2020,
EAP,2021,
EAP,2022,
EAP,2023,
EAR,1960,
EAR,1961,
EAR,1962,
EAR,1963,
EAR,1964,
EAR,1965,
EAR,1966,
EAR,1967,
EAR,1968,
EAR,1969,
EAR,1970,
EAR,1971,
EAR,1972,
EAR,1973,
EAR,1974,
EAR,1975,
EAR,1976,
EAR,1977,
EAR,1978,
EAR,1979,
EAR,1980,
EAR,1981,
EAR,1982,
EAR,1983,
EAR,1984,
EAR,1985,
EAR,1986,
EAR,1987,
EAR,1988,
EAR,1989,
EAR,1990,
EAR,1991,
EAR,1992,
EAR,1993,
EAR,1994,
EAR,1995,
EAR,1996,
EAR,1997,
EAR,1998,
EAR,1999,
EAR,2000,
EAR,2001,
EAR,2002,
EAR,2003,
EAR,2004,
EAR,2005,
EAR,2006,
EAR,2007,
EAR,2008,
EAR,2009,
EAR,2010,
EAR,2011,
EAR,2012,
EAR,2013,
EAR,2014,
EAR,2015,
EAR,2016,
EAR,2017,
EAR,2018,
EAR,2019,
EAR,2020,
EAR,2021,
EAR,2022,
EAR,2023,
EAS,1960,
EAS,1961,
EAS,1962,
EAS,1963,
EAS,1964,
EAS,1965,
EAS,1966,
EAS,1967,
EAS,1968,
EAS,1969,
EAS,1970,
EAS,1971,
EAS,1972,
EAS,1973,
EAS,1974,
EAS,1975,
EAS,1976,
EAS,1977,
EAS,1978,
EAS,1979,
EAS,1980,
EAS,1981,
EAS,1982,
EAS,1983,
EAS,1984,
EAS,1985,
EAS,1986,
EAS,1987,
EAS,1988,
EAS,1989,
EAS,1990,
EAS,1991,
EAS,1992,
EAS,1993,
EAS,1994,
EAS,1995,
EAS,1996,
EAS,1997,
EAS,1998,
EAS,1999,
EAS,2000,
EAS,2001,
EAS,2002,
EAS,2003,
EAS,2004,
EAS,2005,
EAS,2006,
EAS,2007,
EAS,2008,
EAS,2009,
EAS,2010,
EAS,2011,
EAS,2012,
EAS,2013,
EAS,2014,
EAS,2015,
EAS,2016,
EAS,2017,
EAS,2018,
EAS,2019,
EAS,2020,
EAS,2021,
EAS,2022,
EAS,2023,
ECA,1960,
ECA,1961,
ECA,1962,
ECA,1963,
ECA,1964,
ECA,1965,
ECA,1966,
ECA,1967,
ECA,1968,
ECA,1969,
ECA,1970,
ECA,1971,
ECA,1972,
ECA,1973,
ECA,1974,
ECA,1975,
ECA,1976,
ECA,1977,
ECA,1978,
ECA,1979,
ECA,1980,
ECA,1981,
ECA,1982,
ECA,1983,
ECA,1984,
ECA,1985,
ECA,1986,
ECA,1987,
ECA,1988,
ECA,1989,
ECA,1990,
ECA,1991,
ECA,1992,
ECA,1993,
ECA,1994,
ECA,1995,
ECA,1996,
ECA,1997,
ECA,1998,
ECA,1999,
ECA,2000,
ECA,2001,
ECA,2002,
ECA,2003,
ECA,2004,
ECA,2005,
ECA,2006,
ECA,2007,
ECA,2008,
ECA,2009,
ECA,2010,
ECA,2011,
ECA,2012,
ECA,2013,
ECA,2014,
ECA,2015,
ECA,2016,
ECA,2017,
ECA,2018,
ECA,2019,
ECA,2020,
ECA,2021,
ECA,2022,
ECA,2023,
ECS,1960,
ECS,1961,
ECS,1962,
ECS,1963,
ECS,1964,
ECS,1965,
ECS,1966,
ECS,1967,
ECS,1968,
ECS,1969,
ECS,1970,
ECS,1971,
ECS,1972,
ECS,1973,
ECS,1974,
ECS,1975,
ECS,1976,
ECS,1977,
ECS,1978,
ECS,1979,
ECS,1980,
ECS,1981,
ECS,1982,
ECS,1983,
ECS,1984,
ECS,1985,
ECS,1986,
ECS,1987,
ECS,1988,
ECS,1989,
ECS,1990,
ECS,1991,
ECS,1992,
ECS,1993,
ECS,1994,
ECS,1995,
ECS,1996,
ECS,1997,
ECS,1998,
ECS,1999,
ECS,2000,
ECS,2001,
ECS,2002,
ECS,2003,
ECS,2004,
ECS,2005,
ECS,2006,
ECS,2007,
ECS,2008,
ECS,2009,
ECS,2010,
ECS,2011,
ECS,2012,
ECS,2013,
ECS,2014,
ECS,2015,
ECS,2016,
ECS,2017,
ECS,2018,
ECS,2019,
ECS,2020,
ECS,2021,
ECS,2022,
ECS,2023,
ECU,1960,
ECU,1961,
ECU,1962,
ECU,1963,
ECU,1964,
ECU,1965,
ECU,1966,
ECU,1967,
ECU,1968,
ECU,1969,
ECU,1970,
ECU,1971,
ECU,1972,
ECU,1973,
ECU,1974,
ECU,1975,
ECU,1976,
ECU,1977,
ECU,1978,
ECU,1979,
ECU,1980,10.4717682994
ECU,1981,10.4383077167
ECU,1982,10.0795359104
ECU,1983,6.9123987801
ECU,1984,7.5114361619
ECU,1985,8.209925832
ECU,1986,8.4125482513
ECU,1987,10.4634031542
ECU,1988,7.9631540327
ECU,1989,8.6198179748
ECU,1990,8.6676851976
ECU,1991,11.1488803765
ECU,1992,11.2975940782
ECU,1993,11.9073202591
ECU,1994,16.8325321897
ECU,1995,19.4873852919
ECU,1996,18.2847161719
ECU,1997,23.0267988546
ECU,1998,25.9118291817
ECU,1999,14.0220466875
ECU,2000,17.2930799365
ECU,2001,24.923353101
ECU,2002,29.8866462509
ECU,2003,31.1494976236
ECU,2004,38.2297189518
ECU,2005,47.8060863329
ECU,2006,56.2952694593
ECU,2007,64.5667787263
ECU,2008,87.6101683715
ECU,2009,70.1269171613
ECU,2010,95.6914134144
ECU,2011,113.5683959761
ECU,2012,118.3985724787
ECU,2013,126.1555302505
ECU,2014,128.8517259379
ECU,2015,100.0
ECU,2016,75.8631205935
ECU,2017,92.9906477021
ECU,2018,107.7122775202
ECU,2019,104.8626243385
ECU,2020,83.2699189348
ECU,2021,119.375509648
ECU,2022,
ECU,2023,
EGY,1960,
EGY,1961,
EGY,1962,
EGY,1963,
EGY,1964,
EGY,1965,
EGY,1966,
EGY,1967,
EGY,1968,
EGY,1969,
EGY,1970,
EGY,1971,
EGY,1972,
EGY,1973,
EGY,1974,
EGY,1975,
EGY,1976,
EGY,1977,
EGY,1978,
EGY,1979,
EGY,1980,7.9547444539
EGY,1981,14.3746177866
EGY,1982,14.8588900761
EGY,1983,16.8189112195
EGY,1984,17.6217759474
EGY,1985,18.1753515872
EGY,1986,18.826809614
EGY,1987,26.5582087237
EGY,1988,38.1348470291
EGY,1989,30.7290132319
EGY,1990,27.470413639
EGY,1991,13.1801907716
EGY,1992,13.6259975768
EGY,1993,13.4452425275
EGY,1994,16.7262666859
EGY,1995,18.4647811987
EGY,1996,20.4778683095
EGY,1997,20.7806650499
EGY,1998,25.428948934
EGY,1999,25.2022839552
EGY,2000,22.9313225512
EGY,2001,21.0399770338
EGY,2002,20.0865825628
EGY,2003,20.3699625612
EGY,2004,25.0888728114
EGY,2005,35.3116525523
EGY,2006,42.942083244
EGY,2007,58.357190036
EGY,2008,76.1026520315
EGY,2009,70.6982414104
EGY,2010,83.2460251012
EGY,2011,92.6523421426
EGY,2012,108.8498442651
EGY,2013,104.0986158793
EGY,2014,105.0523798955
EGY,2015,100.0
EGY,2016,87.7544279109
EGY,2017,96.9374272357
EGY,2018,113.2538458999
EGY,2019,111.5534652409
EGY,2020,94.1312486258
EGY,2021,131.3473432507
EGY,2022,
EGY,2023,
EMU,1960,
EMU,1961,
EMU,1962,
EMU,1963,
EMU,1964,
EMU,1965,
EMU,1966,
EMU,1967,
EMU,1968,
EMU,1969,
EMU,1970,
EMU,1971,
EMU,1972,
EMU,1973,
EMU,1974,
EMU,1975,
EMU,1976,
EMU,1977,
EMU,1978,
EMU,1979,
EMU,1980,
EMU,1981,
EMU,1982,
EMU,1983,
EMU,1984,
EMU,1985,
EMU,1986,
EMU,1987,
EMU,1988,
EMU,1989,
EMU,1990,
EMU,1991,
EMU,1992,
EMU,1993,
EMU,1994,
EMU,1995,
EMU,1996,
EMU,1997,
EMU,1998,
EMU,1999,
EMU,2000,
EMU,2001,
EMU,2002,
EMU,2003,
EMU,2004,
EMU,2005,
EMU,2006,
EMU,2007,
EMU,2008,
EMU,2009,
EMU,2010,
EMU,2011,
EMU,2012,
EMU,2013,
EMU,2014,
EMU,2015,
EMU,2016,
EMU,2017,
EMU,2018,
EMU,2019,
EMU,2020,
EMU,2021,
EMU,2022,
EMU,2023,
ERI,1960,
ERI,1961,
ERI,1962,
ERI,1963,
ERI,1964,
ERI,1965,
ERI,1966,
ERI,1967,
ERI,1968,
ERI,1969,
ERI,1970,
ERI,1971,
ERI,1972,
ERI,1973,
ERI,1974,
ERI,1975,
ERI,1976,
ERI,1977,
ERI,1978,
ERI,1979,
ERI,1980,
ERI,1981,
ERI,1982,
ERI,1983,
ERI,1984,
ERI,1985,
ERI,1986,
ERI,1987,
ERI,1988,
ERI,1989,
ERI,1990,
ERI,1991,
ERI,1992,
ERI,1993,38.7774898617
ERI,1994,55.8062850583
ERI,1995,44.4584313844
ERI,1996,54.1988235204
ERI,1997,51.4973529719
ERI,1998,49.8301960742
ERI,1999,50.015294108
ERI,2000,46.212745108
ERI,2001,41.4705882459
ERI,2002,52.7384313634
ERI,2003,42.4351960894
ERI,2004,47.0588235267
ERI,2005,48.0392156845
ERI,2006,48.5294117865
ERI,2007,50.0
ERI,2008,58.9705882644
ERI,2009,57.8431372622
ERI,2010,64.7058823665
ERI,2011,93.1372549418
ERI,2012,95.0980392574
ERI,2013,101.9607843155
ERI,2014,110.7843137355
ERI,2015,100.0
ERI,2016,93.7745098421
ERI,2017,100.5882353316
ERI,2018,104.4117647331
ERI,2019,112.3529411786
ERI,2020,96.0784314151
ERI,2021,113.1372549233
ERI,2022,
ERI,2023,
ESP,1960,
ESP,1961,
ESP,1962,
ESP,1963,
ESP,1964,
ESP,1965,
ESP,1966,
ESP,1967,
ESP,1968,
ESP,1969,
ESP,1970,
ESP,1971,
ESP,1972,
ESP,1973,
ESP,1974,
ESP,1975,
ESP,1976,
ESP,1977,
ESP,1978,
ESP,1979,
ESP,1980,
ESP,1981,
ESP,1982,
ESP,1983,
ESP,1984,
ESP,1985,
ESP,1986,
ESP,1987,
ESP,1988,
ESP,1989,
ESP,1990,
ESP,1991,
ESP,1992,
ESP,1993,
ESP,1994,
ESP,1995,36.4093745791
ESP,1996,38.8184977234
ESP,1997,37.0940343903
ESP,1998,43.7798507176
ESP,1999,43.4414697726
ESP,2000,49.9459382916
ESP,2001,49.5908171813
ESP,2002,52.9434854331
ESP,2003,66.8916478294
ESP,2004,82.8378607268
ESP,2005,92.6036963923
ESP,2006,105.4016384922
ESP,2007,124.8355770097
ESP,2008,134.9371346383
ESP,2009,94.0248712063
ESP,2010,104.8626851577
ESP,2011,120.7646316193
ESP,2012,108.1728554645
ESP,2013,109.2252208794
ESP,2014,115.0741419809
ESP,2015,100.0
ESP,2016,99.7017451824
ESP,2017,112.8681986039
ESP,2018,125.2397880898
ESP,2019,119.5281511413
ESP,2020,104.598690257
ESP,2021,134.0948592709
ESP,2022,
ESP,2023,
EST,1960,
EST,1961,
EST,1962,
EST,1963,
EST,1964,
EST,1965,
EST,1966,
EST,1967,
EST,1968,
EST,1969,
EST,1970,
EST,1971,
EST,1972,
EST,1973,
EST,1974,
EST,1975,
EST,1976,
EST,1977,
EST,1978,
EST,1979,
EST,1980,
EST,1981,
EST,1982,
EST,1983,
EST,1984,
EST,1985,
EST,1986,
EST,1987,
EST,1988,
EST,1989,
EST,1990,
EST,1991,
EST,1992,
EST,1993,
EST,1994,
EST,1995,17.532877492
EST,1996,22.2018841441
EST,1997,30.5551364627
EST,1998,32.9653906324
EST,1999,28.2963839803
EST,2000,34.7902973635
EST,2001,36.0160837757
EST,2002,40.3752006029
EST,2003,54.8642713883
EST,2004,57.4049272045
EST,2005,70.506517965
EST,2006,92.6175148682
EST,2007,107.9611240721
EST,2008,110.3654352518
EST,2009,69.8292365638
EST,2010,84.6133765944
EST,2011,120.2321741001
EST,2012,124.5446299718
EST,2013,127.1180130555
EST,2014,125.9910448647
EST,2015,100.0
EST,2016,103.0142938817
EST,2017,114.8230182574
EST,2018,131.8050732105
EST,2019,124.1296027376
EST,2020,119.4293127718
EST,2021,162.580971112
EST,2022,
EST,2023,
ETH,1960,
ETH,1961,
ETH,1962,
ETH,1963,
ETH,1964,
ETH,1965,
ETH,1966,
ETH,1967,
ETH,1968,
ETH,1969,
ETH,1970,
ETH,1971,
ETH,1972,
ETH,1973,
ETH,1974,
ETH,1975,
ETH,1976,
ETH,1977,
ETH,1978,
ETH,1979,
ETH,1980,
ETH,1981,
ETH,1982,
ETH,1983,
ETH,1984,
ETH,1985,
ETH,1986,
ETH,1987,
ETH,1988,
ETH,1989,
ETH,1990,
ETH,1991,
ETH,1992,5.0169964294
ETH,1993,4.7091154116
ETH,1994,6.1793316051
ETH,1995,6.8566228222
ETH,1996,8.3887654862
ETH,1997,6.6654853728
ETH,1998,9.0802952971
ETH,1999,9.2069260756
ETH,2000,7.5464821816
ETH,2001,10.8425766892
ETH,2002,9.5408002646
ETH,2003,16.0814268914
ETH,2004,17.2061177991
ETH,2005,24.5165278687
ETH,2006,31.177636355
ETH,2007,34.7779620621
ETH,2008,49.5541159645
ETH,2009,45.9101729865
ETH,2010,51.5011226302
ETH,2011,53.2644877197
ETH,2012,71.3259530519
ETH,2013,73.1909520655
ETH,2014,91.9441267998
ETH,2015,100.0
ETH,2016,98.3650524469
ETH,2017,94.3647804958
ETH,2018,91.6369798434
ETH,2019,87.1399405536
ETH,2020,78.5200663674
ETH,2021,95.6322858319
ETH,2022,
ETH,2023,
EUU,1960,
EUU,1961,
EUU,1962,
EUU,1963,
EUU,1964,
EUU,1965,
EUU,1966,
EUU,1967,
EUU,1968,
EUU,1969,
EUU,1970,
EUU,1971,
EUU,1972,
EUU,1973,
EUU,1974,
EUU,1975,
EUU,1976,
EUU,1977,
EUU,1978,
EUU,1979,
EUU,1980,
EUU,1981,
EUU,1982,
EUU,1983,
EUU,1984,
EUU,1985,
EUU,1986,
EUU,1987,
EUU,1988,
EUU,1989,
EUU,1990,
EUU,1991,
EUU,1992,
EUU,1993,
EUU,1994,
EUU,1995,
EUU,1996,
EUU,1997,
EUU,1998,
EUU,1999,
EUU,2000,
EUU,2001,
EUU,2002,
EUU,2003,
EUU,2004,
EUU,2005,
EUU,2006,
EUU,2007,
EUU,2008,
EUU,2009,
EUU,2010,
EUU,2011,
EUU,2012,
EUU,2013,
EUU,2014,
EUU,2015,
EUU,2016,
EUU,2017,
EUU,2018,
EUU,2019,
